condition,temperature_F,strength_fraction
stressed,262.91159057889615,0.9983713733347895
stressed,283.5307150611836,0.9983899507110915
stressed,304.14665627075544,0.9948820587819224
stressed,324.7655058118703,0.9945960528903455
stressed,344.84601131309967,0.9912272257198373
stressed,365.99810368071144,0.9883728531501452
stressed,386.6154804590551,0.986455302250976
stressed,407.23190530562977,0.9834831894392185
stressed,427.8501912322919,0.9825728044116225
stressed,441.90724733323555,0.9809925868124821
stressed,469.08564002004607,0.9795078882797813
stressed,489.70355159151813,0.978182787893302
stressed,510.3211636788383,0.9765259152197165
stressed,530.9390752503103,0.9752008148332375
stressed,549.6836968131894,0.9751766507256631
stressed,571.0652434798652,0.974520998423341
stressed,594.6692279189069,0.9733897546157851
stressed,615.2869897483031,0.9718987680857529
stressed,635.9060243853451,0.971817813775923
stressed,656.524534925121,0.9711562579636568
stressed,667.7713627682763,0.9712025844184149
stressed,697.762604199205,0.970994349343997
stressed,718.381264481057,0.970498679675284
stressed,739.000448860175,0.9705836115090072
stressed,759.619633239293,0.9706685433427304
stressed,776.4897573495376,0.970607693912076
stressed,800.8572532871489,0.9700089762924111
stressed,821.475239729659,0.9687668189777086
stressed,842.0928518169792,0.9671099463041231
stressed,862.7112126146792,0.9662825043483037
stressed,880.5173704309636,0.9648939829282746
stressed,911.4428245973297,0.9613407818687725
stressed,932.0598377163458,0.959020364620974
stressed,952.6755031566781,0.9552069720811965
stressed,973.2903450155925,0.9504812057518763
stressed,992.9677565562117,0.9455359268980404
stressed,1022.0143201523676,0.9370792899511309
stressed,1042.6280389457122,0.9311093775451615
stressed,1063.2411587707527,0.9244759205649794
stressed,1083.8523319488054,0.9156859437186052
stressed,1103.3391966977326,0.9073060495856384
stressed,1125.074303949721,0.897691274666974
stressed,1145.36670796612,0.8868413909499856
stressed,1166.2917088173187,0.8746370782369695
stressed,1186.897191796484,0.8595434279355729
stressed,1204.8256287246222,0.8452918762641743
stressed,1228.1051629132949,0.8260384044617155
stressed,1248.7078756640544,0.8078758605045843
stressed,1269.310214059624,0.78929860118857
stressed,1288.0406716859154,0.7735834510802334
stressed,1313.7898623591334,0.7462271648071517
stressed,1325.023101108893,0.7312193237344549
stressed,1344.2161169993076,0.7087932446192795
stressed,1360.1297003153384,0.6873420585601377
stressed,1375.108484406134,0.6685861177571633
stressed,1389.1493857436478,0.6491094512959372
stressed,1403.1889046409246,0.6281013002594075
stressed,1412.550039880068,0.615708812755853
stressed,1417.2144157017858,0.5915750929439864
stressed,1432.2059634327834,0.5869588723021297
stressed,1443.4342253976888,0.5664376867583392
stressed,1455.6001504941648,0.5463939271955885
stressed,1466.8285850189864,0.5260639056838926
stressed,1478.9952104397973,0.5067959741734742
stressed,1489.2913564021246,0.4919425414855568
stressed,1506.1350376661296,0.4625879764549412
stressed,1519.2384239206376,0.4427978940629382
stressed,1530.4668584454591,0.4224678725512422
stressed,1543.569901541043,0.4022976344135964
stressed,1556.6725328459179,0.38167120938117916
stressed,1567.9049022597362,0.3657003070861873
unstressed_residual_sanded,333.81981556415883,0.9389491734336051
unstressed_residual_sanded,353.12176851193806,0.9318158574168937
unstressed_residual_sanded,373.4346196153401,0.9204180662870882
unstressed_residual_sanded,392.64050396540983,0.9122478276335181
unstressed_residual_sanded,413.5306260414891,0.900997673293542
unstressed_residual_sanded,440.8802974583642,0.8816021905182612
unstressed_residual_sanded,461.48563069545344,0.8663426540733115
unstressed_residual_sanded,483.9617665588736,0.8470266281871008
unstressed_residual_sanded,501.75495296782594,0.8312682195817739
unstressed_residual_sanded,524.2270514105222,0.8074794885500094
unstressed_residual_sanded,542.9529044679772,0.7866633395274113
unstressed_residual_sanded,565.4211938466157,0.7586548797190118
unstressed_residual_sanded,582.2754787213763,0.7410471272287588
unstressed_residual_sanded,603.0641355667674,0.7212202732132914
unstressed_residual_sanded,624.4140974011102,0.7002475950939288
unstressed_residual_sanded,653.0724934118972,0.677085059765189
unstressed_residual_sanded,672.1772762797384,0.6607410865265086
unstressed_residual_sanded,697.4652913073348,0.6416274113190739
unstressed_residual_sanded,718.0725711914118,0.628524394740316
unstressed_residual_sanded,737.0730330332589,0.6152725719735469
unstressed_residual_sanded,759.28772992787,0.602981906157013
unstressed_residual_sanded,779.8958654809528,0.5908268103985592
unstressed_residual_sanded,802.0668822554701,0.5795885478244335
unstressed_residual_sanded,821.1144361975707,0.5690641560862191
unstressed_residual_sanded,837.0398553768574,0.5607248872904299
unstressed_residual_sanded,862.3346861646125,0.5491617963837258
unstressed_residual_sanded,882.9456347295513,0.5401229903220218
unstressed_residual_sanded,905.1637649960473,0.5316358567969582
unstressed_residual_sanded,924.1702272167963,0.5250313287825721
