condition,temperature_F,strength_fraction
unstressed,543.9613243660172,0.885529978805467
unstressed,564.7376179080893,0.8817574229721735
unstressed,585.5146567399202,0.8782602361778068
unstressed,606.2929625643405,0.8752311767496149
unstressed,627.0685108166541,0.8711832518773952
unstressed,647.8467421120987,0.8681266555453107
unstressed,668.6231847121226,0.8644091735198026
unstressed,689.4016395944947,0.8614351878993962
unstressed,710.1794237160841,0.8582133701439558
unstressed,730.9581021853837,0.8553219952352273
unstressed,751.7365570677558,0.8523480096148209
unstressed,772.5152355370556,0.8494566347060925
unstressed,793.2950319409931,0.8469783133557537
unstressed,814.0739339972204,0.8441695491587032
unstressed,834.8532832273027,0.8415260063850085
unstressed,855.6335268050955,0.8392129064580258
unstressed,876.4119816874675,0.8362389208376193
unstressed,897.1933431998982,0.8343388744690263
unstressed,917.9724688430529,0.8316127209836537
unstressed,938.752041660063,0.8290517889216372
unstressed,959.5318380640003,0.8265734675712985
unstressed,980.3102929463726,0.823599481950892
unstressed,1001.0860647856136,0.81963416779035
unstressed,1021.8631781464203,0.816164517899876
unstressed,1042.6367141163857,0.8113730966225543
unstressed,1063.404995793553,0.8046403236208008
unstressed,1084.179985078548,0.800385871969386
unstressed,1104.950614418455,0.7945205114402512
unstressed,1125.7182253348396,0.7875399063034638
unstressed,1146.4856126642967,0.7804766904549985
unstressed,1167.2504287440868,0.7724634514222367
unstressed,1188.0109966722528,0.7628806088675938
unstressed,1208.7708938396363,0.7530499341779168
unstressed,1229.5267664423234,0.7417322666780367
unstressed,1250.2837569796484,0.7308276527365465
unstressed,1271.029791757522,0.7158751139228363
unstressed,1291.774708600758,0.7005095215507363
unstressed,1312.5124706623112,0.6825003864049417
unstressed,1332.3002938504721,0.6626077270328898
unstressed,1350.2009539351295,0.6436458150124094
unstressed,1367.1532568168818,0.6233847730593933
unstressed,1383.160638902591,0.6030942819174923
unstressed,1398.222553646434,0.5825724042914932
unstressed,1412.3378098945473,0.5613790336442955
unstressed,1424.5694635849284,0.5424319578332594
unstressed,1436.793224428616,0.5205686396033468
unstressed,1449.0226068864827,0.5007823906956227
unstressed,1460.3034297893603,0.4796222469758261
unstressed,1471.584604043124,0.4585919200886663
unstressed,1481.9225417078237,0.43815442340388117
unstressed,1491.3156421849787,0.4177183691283474
unstressed,1500.7116393549954,0.3983525825174415
unstressed,1510.100039538073,0.3761798675030779
unstressed,1519.4848981042173,0.3526985988157355
unstressed,1528.8709372093397,0.3296535146860525
unstressed,1538.2532765896303,0.30524145930870433
unstressed,1548.4312500516965,0.2755718222095662
unstressed,1558.2526394513184,0.2471419358621094
unstressed,1567.182261262805,0.22169783666529866
unstressed,1575.5521524840015,0.20001265597794884
unstressed,1582.4499273644506,0.17745419951803584
unstressed,1588.863509585491,0.15331682007386987
unstressed,1596.7530925637006,0.13592093177776463
unstressed_residual,115.2896707647997,0.9912756235966649
unstressed_residual,136.0488470961714,0.9811786150180944
unstressed_residual,156.81497279088236,0.973649251414978
unstressed_residual,177.55914115026073,0.9580071098509276
unstressed_residual,198.47057746318197,0.9459838091887984
unstressed_residual,219.06775613864872,0.934215224887676
unstressed_residual,239.8198277635669,0.9214931752892707
unstressed_residual,260.5716758015576,0.9086885149791875
unstressed_residual,281.3239710134035,0.8960490760924601
unstressed_residual,296.40923195893436,0.8841531336108344
unstressed_residual,323.7600245773724,0.8658273240702742
unstressed_residual,345.43398236917005,0.8446239080729319
unstressed_residual,363.34476721519763,0.8294028844462684
unstressed_residual,385.01971251592556,0.8085643324255039
unstressed_residual,404.8069767367675,0.7884651462742569
unstressed_residual,422.70668036623454,0.7691498439871541
unstressed_residual,441.548077480065,0.7486715664589851
unstressed_residual,461.33536405959967,0.7285806413789061
unstressed_residual,480.18324271003064,0.7104971565926013
unstressed_residual,509.4013439128038,0.683904768503467
unstressed_residual,527.312818151858,0.6689384612378106
unstressed_residual,552.7665502187983,0.6478864982118779
unstressed_residual,570.1181776970001,0.6355279357448554
unstressed_residual,594.2581726006907,0.6178161991611015
unstressed_residual,615.0062196609126,0.603607156752493
unstressed_residual,635.7576205250481,0.5906372750190537
unstressed_residual,656.5075521036596,0.5771245228945879
unstressed_residual,677.2631052964501,0.5656888400923108
unstressed_residual,698.018530725282,0.5542059511690748
unstressed_residual,718.7746269148964,0.5429708943808726
unstressed_residual,739.5331825607144,0.532644555421128
unstressed_residual,756.5187939796774,0.5246903240395648
unstressed_residual,788.6029857368567,0.509761388286334
unstressed_residual,809.3678018166466,0.5017481492535721
unstressed_residual,830.1323384127772,0.49363164683121297
unstressed_residual,850.8956452808061,0.485060785494625
unstressed_residual,865.9987931805431,0.47977369994723573
unstressed_residual,896.2033002845963,0.4685386431590335
unstressed_residual,916.9710229944446,0.4615993433780852
unstressed_residual,937.7405343997139,0.4553209292905605
unstressed_residual,958.5098222180552,0.4489599044913578
unstressed_residual,979.2788864494694,0.4425162689804772
unstressed_residual,1000.0479506808831,0.43607263346959657
unstressed_residual,1020.8183564338624,0.43012466222878376
unstressed_residual,1041.5889857737695,0.4242593016996487
unstressed_residual,1056.695845216504,0.4203435539661136
unstressed_residual,1090.6867373158586,0.4117024735245994
unstressed_residual,1108.6268120493985,0.4073034531277482
unstressed_residual,1141.6737238669803,0.39898042392619404
unstressed_residual,1161.3984301216863,0.3945561613674411
unstressed_residual,1183.2210193938388,0.3894801920832289
unstressed_residual,1203.9950025376593,0.3848539922292633
unstressed_residual,1224.7667498122041,0.3794016852585182
unstressed_residual,1245.5351432828352,0.3727102176126036
unstressed_residual,1266.3057726227423,0.3668448570834687
unstressed_residual,1287.075060441084,0.36048383228426617
unstressed_residual,1307.8423359770773,0.3533793110799617
unstressed_residual,1328.6080464045774,0.3456965148939119
unstressed_residual,1362.585657440434,0.33214835817872684
unstressed_residual,1384.917681246069,0.32135389185280716
unstressed_residual,1404.1027687320698,0.3114956802592377
unstressed_residual,1419.202473393122,0.30493638975200793
