condition,temperature_F,strength_fraction
unstressed,1110.3529463088055,0.3941211482235582
unstressed,1131.029831829829,0.37417326841517223
unstressed,1151.705403827046,0.3556694438416173
unstressed,1172.3795738902,0.33870687052831455
unstressed,1193.0523041291815,0.3233272039147302
unstressed,1213.7242386758571,0.3088223015299374
unstressed,1234.394960739019,0.29565037320806553
unstressed,1255.0648492197654,0.28339486455445156
unstressed,1275.7334494367783,0.2725556408426911
unstressed,1296.4024285548892,0.2612998627362677
unstressed,1317.0701951894864,0.251377058692765
unstressed,1337.7370524614485,0.24245398519645292
unstressed,1358.4036445026416,0.23382249977640499
unstressed,1379.0691756207605,0.2263573666614124
unstressed,1399.7336837059142,0.22001693041200923
unstressed,1420.3977371097508,0.21417635943620142
unstressed,1441.0616389531478,0.2085024102182588
unstressed,1461.7247072141295,0.2037448806685741
unstressed,1482.3864114311577,0.2004869469396752
unstressed,1503.0476609668688,0.19772887848437165
unstressed,1523.7084558212619,0.19547067530266332
unstressed,1544.3695537965336,0.192879228605225
unstressed,1565.028151024558,0.19303704091256038
unstressed,1585.6857631097278,0.19427789464601916
unstressed,1596.9539786446944,0.1944851535466495
unstressed_residual,86.25726504878082,0.9976551673354015
unstressed_residual,106.9208998571184,0.9922747897860783
unstressed_residual,130.71918705816051,0.9819030804113038
unstressed_residual,148.2532142712704,0.9759679104613508
unstressed_residual,167.04050317629685,0.9686950249222364
unstressed_residual,195.22133970355594,0.9578921494033117
unstressed_residual,215.88827275573743,0.9488857650280671
unstressed_residual,236.01838955795512,0.9401273781875836
unstressed_residual,257.2219872996613,0.9310396180354431
unstressed_residual,277.8896781540388,0.921200124870873
unstressed_residual,306.0728722881302,0.9078053553407136
unstressed_residual,326.741699845802,0.8967161989921553
unstressed_residual,348.8195658618269,0.8850906015733812
unstressed_residual,368.0788244996082,0.8751210624475667
unstressed_residual,384.04988468328423,0.8668891992793624
unstressed_residual,409.4175405380261,0.8517763974453945
unstressed_residual,430.08717136602576,0.8398041457801512
unstressed_residual,456.39513849776284,0.823286776520787
unstressed_residual,476.1242307081083,0.8129690249177376
unstressed_residual,501.49399325295536,0.795540180649445
unstressed_residual,522.1646395358978,0.7824515632065056
unstressed_residual,545.519919181688,0.7675159788289659
unstressed_residual,563.5059321017825,0.7562743283206268
unstressed_residual,583.9681406806783,0.7429257689368831
unstressed_residual,604.8476793489847,0.7295972281611526
unstressed_residual,624.8923136577623,0.7164970963348449
unstressed_residual,646.1878352115752,0.704669656459262
unstressed_residual,665.44834422298,0.6933254878310606
unstressed_residual,687.5289311097472,0.6787086331401369
unstressed_residual,705.5135601386883,0.6689883979684944
unstressed_residual,728.8682227169759,0.6547312021765483
unstressed_residual,745.7801159785879,0.6445211166737266
unstressed_residual,770.2098184037391,0.6282207237749394
unstressed_residual,788.0612321216258,0.6174754793761532
unstressed_residual,813.4312182181209,0.5998008680150094
unstressed_residual,834.1033801054552,0.5850460329934191
unstressed_residual,860.4154848371829,0.5639798897443379
unstressed_residual,878.7402028616923,0.5490707946132062
unstressed_residual,899.8846270776296,0.5312976334445928
unstressed_residual,918.6793592842266,0.5158417682414372
unstressed_residual,941.2343312478909,0.49587289099720144
unstressed_residual,960.0286592933167,0.48086135048168593
unstressed_residual,984.4639153259905,0.4584554603125565
unstressed_residual,1001.3803211192512,0.44328441032853705
unstressed_residual,1022.0574971311164,0.4230171721509099
unstressed_residual,1041.3242011754742,0.4048623391699725
unstressed_residual,1063.411315084728,0.38306983913289444
unstressed_residual,1084.6248183837115,0.3630921569488565
unstressed_residual,1103.826210704512,0.34300010414498305
unstressed_residual,1123.7731432601527,0.3226052657600741
unstressed_residual,1144.242037338423,0.3019068355016145
unstressed_residual,1164.9213225664007,0.27932077786036486
unstressed_residual,1181.8398195328643,0.2618507443362782
unstressed_residual,1204.3991037518824,0.2371410813623095
unstressed_residual,1220.3785376498254,0.2197033660720588
unstressed_residual,1239.1792388117203,0.19768538063831598
unstressed_residual,1255.1582754047977,0.18068445238475447
unstressed_residual,1273.9600407374905,0.1574965441797164
unstressed_residual,1289.939462005397,0.14007271403595425
